,categoria,subcategoria,nombre,marca,peso,precio,fecha
632,Platos preparados y conservas,Patés ecológicos,Paté crunchy de tres pimientos 175g Granovita,GranoVita,175.0,"3,95",2023-06-30
633,Platos preparados y conservas,Patés ecológicos,Paté mousse calabaza y jengibre 175g Granovita,GranoVita,175.0,"3,95",2023-06-30
634,Platos preparados y conservas,Patés ecológicos,Paté de algas con tofu 110g Vegetalia,Vegetalia,110.0,"3,52",2023-06-30
635,Platos preparados y conservas,Patés ecológicos,Paté crunchy de espinacas 175g Granovita,GranoVita,175.0,"3,95",2023-06-30
636,Platos preparados y conservas,Patés ecológicos,Paté mousse de papaya y mango 175g Granovita,GranoVita,175.0,"3,95",2023-06-30
637,Platos preparados y conservas,Sopas y caldos,Sopa de miso de calabaza y verduras 60g King Soba,King Soba,60.0,"5,49",2023-06-30
638,Platos preparados y conservas,Sopas y caldos,Caldo Vegetal Concentrado 6uds Biográ,Biográ,6.0,"1,81",2023-06-30
639,Platos preparados y conservas,Sopas y caldos,Sopa de Miso con Alga Wakame 40g Biográ,Biográ,40.0,"4,55",2023-06-30
640,Platos preparados y conservas,Sopas y caldos,Amasake de Arroz Integral 380g La Finestra Sul Cielo,La Finestra Sul Cielo,380.0,"5,35",2023-06-30
641,Platos preparados y conservas,Sopas y caldos,Shiro Miso 250g La Finestra Sul Cielo,La Finestra Sul Cielo,250.0,"8,50",2023-06-30
642,Platos preparados y conservas,Sopas y caldos,Miso de arroz integral Genmai 300g La Finestra Sul Cielo,La Finestra Sul Cielo,300.0,"6,95",2023-06-30
643,Platos preparados y conservas,Sopas y caldos,Miso hatcho bio 300g La Finestra Sul Cielo,La Finestra Sul Cielo,300.0,"7,99",2023-06-30
644,Platos preparados y conservas,Sopas y caldos,Miso de cebada 400g Celnat,Celnat,400.0,"12,23",2023-06-30
645,Platos preparados y conservas,Sopas y caldos,Caldo de Cebolla Ecológico 1L Aneto,Aneto,1.0,"5,25",2023-06-30
646,Platos preparados y conservas,Sopas y caldos,Caldo vegetal 350g Vegetalia,Vegetalia,350.0,"8,99",2023-06-30
647,Platos preparados y conservas,Sopas y caldos,Miso hatcho en bolsa no pasteurizado 300g Clearspring,Clearspring,300.0,"12,02",2023-06-30
648,Platos preparados y conservas,Sopas y caldos,Sopa minestrone a las finas hierbas 40g Naturgreen,Naturgreen,40.0,"1,99",2023-06-30
649,Platos preparados y conservas,Sopas y caldos,Sopa con 12 verduras 40g Naturgreen,Naturgreen,40.0,"1,99",2023-06-30
650,Platos preparados y conservas,Sopas y caldos,Sopa de letras con verduras 40g Naturgreen,Naturgreen,40.0,"1,99",2023-06-30
651,Platos preparados y conservas,Sopas y caldos,Sopa bulgur con verduras 40g Naturgreen,Naturgreen,40.0,"1,99",2023-06-30
652,Platos preparados y conservas,Sopas y caldos,Sopa fideos al curry 40g Naturgreen,Naturgreen,40.0,"1,99",2023-06-30
653,Platos preparados y conservas,Sopas y caldos,Caldo de levadura y verduras vegano 150g Vitam,Vitam,150.0,"4,90",2023-06-30
654,Platos preparados y conservas,Sopas y caldos,Sopa de Miso Rojo con Verduras 40g Biográ,Biográ,40.0,"3,98",2023-06-30
655,Platos preparados y conservas,Sopas y caldos,Miso de cebada bio 300g La Finestra Sul Cielo,La Finestra Sul Cielo,300.0,"8,49",2023-06-30
656,Platos preparados y conservas,Sopas y caldos,Shiro miso pasteurizado 250g Natursoy,Mitoku,250.0,"9,05",2023-06-30
657,Platos preparados y conservas,Cremas de verduras ecológicas,Puré de Patatas Instantáneo 250g Biográ,Biográ,250.0,"4,28",2023-06-30
658,Platos preparados y conservas,Cremas de verduras ecológicas,Crema de brócoli al pesto verde 310g Naturgreen,Naturgreen,310.0,"2,65",2023-06-30
659,Platos preparados y conservas,Cremas de verduras ecológicas,Crema de calabacín al hinojo 310g Naturgreen,Naturgreen,310.0,"2,65",2023-06-30
660,Platos preparados y conservas,Cremas de verduras ecológicas,Crema de calabaza y cilantro 310g Naturgreen,Naturgreen,310.0,"2,65",2023-06-30
661,Platos preparados y conservas,Cremas de verduras ecológicas,Crema de calabaza y cúrcuma 500ml Vegetalia,Vegetalia,500.0,"5,69",2023-06-30
662,Platos preparados y conservas,Cremas de verduras ecológicas,Crema de calabacín con alga wakame bio 500ml Vegetalia,Vegetalia,500.0,"5,69",2023-06-30
663,Platos preparados y conservas,Cremas de verduras ecológicas,Crema de zanahoria con almendras 310g Naturgreen,Naturgreen,310.0,"2,65",2023-06-30
664,Platos preparados y conservas,Cremas de verduras ecológicas,Crema de verduras 485g Pedro Luis,Pedro Luis,485.0,"3,92",2023-06-30
665,Platos preparados y conservas,Cremas de verduras ecológicas,Crema de calabacín 485g Pedro Luis,Pedro Luis,485.0,"3,92",2023-06-30
666,Platos preparados y conservas,Cremas de verduras ecológicas,Crema de calabaza 485g Pedro Luis,Pedro Luis,485.0,"3,92",2023-06-30
667,Platos preparados y conservas,Cremas de verduras ecológicas,Crema de brócoli bio 500ml Pedro Luis,Pedro Luis,500.0,"3,92",2023-06-30
668,Platos preparados y conservas,Cremas de verduras ecológicas,Crema de legumbre bio 500ml Pedro Luis,Pedro Luis,500.0,"3,92",2023-06-30
669,Platos preparados y conservas,Cremas de verduras ecológicas,Crema de girasol 250g Terrasana,Terrasana,250.0,"2,87",2023-06-30
670,Platos preparados y conservas,Cremas de verduras ecológicas,Crema de Zanahoria y Cúrcuma 250g Carlota Organic,Carlota Organic,250.0,"3,69",2023-06-30
671,Platos preparados y conservas,Cremas de verduras ecológicas,Crema de almendra con coco y datil 250g Rapunzel,Rapunzel,250.0,"7,98",2023-06-30
672,Platos preparados y conservas,Cremas de verduras ecológicas,"Crema de Calabaza, Quinoa y Alga Kombu 500ml Anko",Anko,500.0,"4,12",2023-06-30
673,Platos preparados y conservas,Cremas de verduras ecológicas,Sopa Instantánea de Verduras 3ud Natur Compagnie,Natur Compagnie,3.0,"2,12",2023-06-30
674,Platos preparados y conservas,Cremas de verduras ecológicas,Crema de Verduras con Quinoa y Wakame 500ml Anko,Anko,500.0,"4,12",2023-06-30
675,Platos preparados y conservas,Cremas de verduras ecológicas,"Crema de Guisantes, Maíz y Arroz 500ml Anko",Anko,500.0,"4,12",2023-06-30
676,Platos preparados y conservas,Cremas de verduras ecológicas,Crema de Kale con Verduras 500ml Anko,Anko,500.0,"4,12",2023-06-30
677,Dietas especiales,Dieta Keto,Granola Keto con Chocolate 250g Raw Gorilla,Raw Gorilla,250.0,"8,08",2023-06-30
678,Dietas especiales,Dieta Keto,Granola Keto con Frambuesa 250g Raw Gorilla,Raw Gorilla,250.0,"8,08",2023-06-30
679,Dietas especiales,Dieta Keto,Crackers Keto de Chia con Caldo de Huesos Bio 60g Ketonico,Ketonico,60.0,"3,95",2023-06-30
680,Dietas especiales,Dieta Keto,Pan Keto Mini Burguer 4x25g Ketonico,Ketonico,100.0,"3,95",2023-06-30
681,Dietas especiales,Dieta Keto,Barrita Keto Cacao y Avellanas 50g Ketoketo,KetoKeto,50.0,"2,99",2023-06-30
682,Dietas especiales,Dieta Keto,Barrita Keto Coco y Anacardos 50g Ketoketo,KetoKeto,50.0,"2,99",2023-06-30
683,Dietas especiales,Dieta Keto,Barrita Keto Cerezas y Almendras 50g Ketoketo,KetoKeto,50.0,"2,99",2023-06-30
684,Dietas especiales,Dieta Keto,Barrita Keto Banana Bread 50g Ketoketo,KetoKeto,50.0,"2,99",2023-06-30
685,Dietas especiales,Dieta Keto,Barrita Keto Limón y Amapola 50g Ketoketo,KetoKeto,1.0,"2,99",2023-06-30
686,Dietas especiales,Dieta Keto,Pan de Burguer Keto 2x85g Ketonico,Ketonico,170.0,"4,95",2023-06-30
687,Dietas especiales,Alimentos sin gluten,Galletas jungla sin gluten 100g Santiveri,Santiveri,100.0,"1,80",2023-06-30
688,Dietas especiales,Alimentos sin gluten,Tortitas de cereales bio sin gluten 130g Santiveri,Santiveri,130.0,"2,59",2023-06-30
689,Dietas especiales,Alimentos sin gluten,Galletas digestivas con cacao sin gluten 200g Noglut,Noglut,200.0,"2,95",2023-06-30
690,Dietas especiales,Alimentos sin gluten,Galletas digestivas con naranja sin gluten 195g Noglut,Noglut,195.0,"2,66",2023-06-30
691,Dietas especiales,Alimentos sin gluten,Bebida de Quinoa Real y Arroz sin Gluten 1L Quinua Real,Quinua Real,1.0,"2,65",2023-06-30
692,Dietas especiales,Alimentos sin gluten,Bebida de Avena Sin Gluten 1L La Finestra Sul Cielo,La Finestra Sul Cielo,1.0,"2,20",2023-06-30
693,Dietas especiales,Alimentos sin gluten,Galleta petit de chocolate,Schär,130.0,"4,42",2023-06-30
694,Dietas especiales,Alimentos sin gluten,Piadina wrap 160g Schär,Schär,160.0,"4,42",2023-06-30
695,Dietas especiales,Alimentos sin gluten,Gnocchi 300g Schär,Schär,300.0,"3,14",2023-06-30
696,Dietas especiales,Alimentos sin gluten,Cereal flakes 300g Schär,Schär,300.0,"5,69",2023-06-30
697,Dietas especiales,Alimentos sin gluten,Pan de molde clásico 300g Schär,Schär,300.0,"3,19",2023-06-30
698,Dietas especiales,Alimentos sin gluten,Pan tostado cereali 250g Schär,Schär,250.0,"5,82",2023-06-30
699,Dietas especiales,Alimentos sin gluten,Pan de molde cereales 300g Schär,Schär,300.0,"3,14",2023-06-30
700,Dietas especiales,Alimentos sin gluten,Pan de molde vital 300g Schär,Schär,300.0,"3,69",2023-06-30
701,Dietas especiales,Alimentos sin gluten,Fideos anellini 250g Schär,Schär,250.0,"2,28",2023-06-30
702,Dietas especiales,Alimentos sin gluten,Crackers 210g Schär,Schär,210.0,"4,60",2023-06-30
703,Dietas especiales,Alimentos sin gluten,Wafer pocket de avellana 50g Schär,Schär,50.0,"1,54",2023-06-30
704,Dietas especiales,Alimentos sin gluten,Galletas con quinoa eco sin gluten 200g Soria Natural,Soria Natural,200.0,"2,73",2023-06-30
705,Dietas especiales,Alimentos sin gluten,Barrita de quinoa real pura sin gluten bio 25g Quinua Real,Quinua Real,25.0,"1,55",2023-06-30
706,Dietas especiales,Alimentos sin gluten,Espirales de arroz y vegetales 250g Orgran,Orgran,250.0,"3,06",2023-06-30
707,Dietas especiales,Alimentos dieta vegana,Nuggets Veganos 180g Heüra,Heüra,180.0,"4,49",2023-06-30
708,Dietas especiales,Alimentos dieta vegana,Salchichas Veganas 216g Heüra,Heüra,216.0,"4,49",2023-06-30
709,Dietas especiales,Alimentos dieta vegana,Chorizos Veganos 216g Heüra ,Heüra,216.0,"4,49",2023-06-30
710,Dietas especiales,Alimentos dieta vegana,Cremoso Vegano con Ajo y Hierbas para Untar 255g Sheese,Sheese,255.0,"6,08",2023-06-30
711,Dietas especiales,Alimentos dieta vegana,Caldo de levadura y verduras vegano 150g Vitam,Vitam,150.0,"4,90",2023-06-30
712,Dietas especiales,Alimentos dieta vegana,Bloque Vegano sabor Original 400g Violife,Violife,400.0,"6,00",2023-06-30
713,Dietas especiales,Alimentos dieta vegana,Bloque Vegano sabor a Queso Gouda 250g Green Vie,Green Vie,250.0,"3,19",2023-06-30
714,Dietas especiales,Alimentos dieta vegana,Bloque Vegano sabor Queso Gouda ahumado 250g Green Vie,Green Vie,250.0,"3,19",2023-06-30
715,Dietas especiales,Alimentos dieta vegana,Bloque Vegano con Sabor Queso Cheddar 250g Green Vie,Green Vie,250.0,"3,65",2023-06-30
716,Dietas especiales,Alimentos dieta vegana,Bloque Vegano sabor Pizza 250g Green Vie,Green Vie,250.0,"3,15",2023-06-30
717,Dietas especiales,Alimentos dieta vegana,Lonchas Veganas Especial Pizza 180g Green Vie,Green Vie,180.0,"3,99",2023-06-30
718,Dietas especiales,Alimentos dieta vegana,Bloque Vegano sabor Parmesano 300g Green Vie,Green Vie,300.0,"7,90",2023-06-30
719,Dietas especiales,Alimentos dieta vegana,Polvo vegano sabor Parmesano 100g Green Vie,Green Vie,100.0,"2,69",2023-06-30
720,Dietas especiales,Alimentos dieta vegana,Bloque Vegano sabor a Mozzarella 250g Green Vie,Green Vie,250.0,"3,19",2023-06-30
721,Dietas especiales,Alimentos dieta vegana,Bloque Vegano sabor Mozarella Especial para Pizza 200g Violife,Violife,200.0,"3,19",2023-06-30
722,Dietas especiales,Alimentos dieta vegana,Lonchas veganas sabor mortadela 100g El Granero Integral,El Granero Integral,100.0,"3,74",2023-06-30
723,Dietas especiales,Alimentos dieta vegana,Cremoso Vegano Original para Untar 255g Sheese,Sheese,255.0,"6,19",2023-06-30
724,Dietas especiales,Alimentos dieta vegana,Lonchas Veganas con Aceitunas 200g Violife,Violife,200.0,"4,00",2023-06-30
725,Dietas especiales,Alimentos dieta vegana,Salsa vegana de de Greenvie 250g Green Vie,Green Vie,250.0,"3,19",2023-06-30
726,Dietas especiales,Alimentos dieta vegana,Lonchas veganas sabor finas hierbas 100g El Granero Integral,El Granero Integral,100.0,"3,74",2023-06-30
727,Semillas comestibles,Semillas de sésamo,Sésamo triturado bio 175g Bio Cesta,Bio Cesta,175.0,"2,90",2023-06-30
728,Semillas comestibles,Semillas de sésamo,Sésamo crudo 500g Bio Cesta,Bio Cesta,500.0,"4,59",2023-06-30
729,Semillas comestibles,Semillas de sésamo,Sésamo crudo bio 250g Bio Cesta,Bio Cesta,250.0,"2,40",2023-06-30
730,Semillas comestibles,Semillas de sésamo,Semillas de Sésamo Negro 250g Bio Cesta,Bio Cesta,250.0,"2,58",2023-06-30
731,Semillas comestibles,Semillas de sésamo,Sésamo tostado 500g Bio Cesta,Bio Cesta,500.0,"5,25",2023-06-30
732,Semillas comestibles,Semillas de sésamo,Sésamo Negro 250g Biocop,Biocop,250.0,"2,88",2023-06-30
733,Semillas comestibles,Semillas de sésamo,Sésamo tostado bio 250g Bio Cesta,Bio Cesta,250.0,"3,04",2023-06-30
734,Semillas comestibles,Semillas de sésamo,Tahín Tostado Integral 200g Biográ,Biogra,200.0,"5,20",2023-06-30
735,Semillas comestibles,Semillas de sésamo,Sésamo Caramelizado con Frutos del Bosque 70g Ecoriginal,Ecoriginal, ,"3,99",2023-06-30
736,Semillas comestibles,Semillas de sésamo,Sésamo Caramelizado con Jengibre 70g Ecoriginal,Ecoriginal, ,"3,99",2023-06-30
737,Semillas comestibles,Semillas de sésamo,Sésamo Caramelizado con Coco 70g Ecoriginal,Ecoriginal, ,"3,99",2023-06-30
738,Semillas comestibles,Semillas de sésamo,Sésamo Caramelizado con Cúrcuma y Pimienta 70g Ecoriginal,Ecoriginal, ,"3,99",2023-06-30
739,Semillas comestibles,Semillas de sésamo,Sésamo Caramelizado con Almendras 70g Ecoriginal,Ecoriginal, ,"3,99",2023-06-30
740,Semillas comestibles,Otras semillas,Pipas de Calabaza Peladas 250g Bio Cesta,Bio Cesta,250.0,"3,65",2023-06-30
741,Semillas comestibles,Otras semillas,Pipas de Girasol Peladas 500g Bio Cesta,Bio Cesta,500.0,"3,68",2023-06-30
742,Semillas comestibles,Otras semillas,Pipas de calabaza 500g Bio Cesta,Bio Cesta,500.0,"6,85",2023-06-30
743,Semillas comestibles,Otras semillas,Semillas de cáñamo 250g Organic Sac,Organic Sac,250.0,"7,40",2023-06-30
744,Semillas comestibles,Otras semillas,Cucurbita Plus en polvo 175g Bio Cesta,Bio Cesta,175.0,"3,50",2023-06-30
745,Semillas comestibles,Otras semillas,Semillas de Calabaza 250g Biográ,Biográ,250.0,"3,51",2023-06-30
746,Semillas comestibles,Otras semillas,Semillas de comino negro 250g Soria Natural,Soria Natural,250.0,"5,26",2023-06-30
747,Semillas comestibles,Otras semillas,Raw cacao en grano 250g Terrasana,Terrasana,250.0,"7,12",2023-06-30
748,Semillas comestibles,Otras semillas,Psyllium en cáscara 200g Saludviva,SaludViva,200.0,"9,79",2023-06-30
749,Semillas comestibles,Otras semillas,Maíz Azul para Palomitas 500g Sol Natural,Sol Natural,500.0,"3,80",2023-06-30
750,Semillas comestibles,Otras semillas,Pipas de Calabaza 500g Biográ,Biográ,500.0,"8,19",2023-06-30
751,Semillas comestibles,Otras semillas,Piñones 70g Noberasco,Noberasco,70.0,"12,39",2023-06-30
752,Semillas comestibles,Otras semillas,Pipas de Girasol Peladas 250g Bio Cesta,Bio Cesta,250.0,"2,10",2023-06-30
753,Dulces saludables,Mermeladas y compotas,Puré de manzana y fresa 200g La Finestra Sul Cielo,La Finestra Sul Cielo,200.0,"1,85",2023-06-30
754,Dulces saludables,Mermeladas y compotas,Mermelada de Arándanos 325g Int-Salim,Int-Salim,325.0,"3,75",2023-06-30
755,Dulces saludables,Mermeladas y compotas,Compota de manzana 700ml Bio Cesta,Bio Cesta,700.0,"2,66",2023-06-30
756,Dulces saludables,Mermeladas y compotas,Mermelada de albaricoque bio 300g Bio Cesta,Bio Cesta,300.0,"2,99",2023-06-30
757,Dulces saludables,Mermeladas y compotas,Mermelada de arándano bio 300g Bio Cesta,Bio Cesta,300.0,"4,75",2023-06-30
758,Dulces saludables,Mermeladas y compotas,Mermelada de ciruela bio 300g Bio Cesta,Bio Cesta,300.0,"3,45",2023-06-30
759,Dulces saludables,Mermeladas y compotas,Mermelada de fresa bio 300g Bio Cesta,Bio Cesta,300.0,"2,99",2023-06-30
760,Dulces saludables,Mermeladas y compotas,Mermelada de melocotón bio 300g Bio Cesta,Bio Cesta,300.0,"2,99",2023-06-30
761,Dulces saludables,Mermeladas y compotas,Mermelada de naranja bio 300g Bio Cesta,Bio Cesta,300.0,"2,99",2023-06-30
762,Dulces saludables,Mermeladas y compotas,Puré de pera 360g Bio Cesta,Bio Cesta,360.0,"1,88",2023-06-30
763,Dulces saludables,Mermeladas y compotas,Compota de Naranja con Jengibre 280g Biocop,Biocop,280.0,"4,49",2023-06-30
764,Dulces saludables,Mermeladas y compotas,Compota de naranja y jengibre sin azúcar 320g La Finestra Sul Cielo,La Finestra Sul Cielo,320.0,"3,75",2023-06-30
765,Dulces saludables,Mermeladas y compotas,Compota de Arándanos y Jengibre 280g Biocop,Biocop,280.0,"5,59",2023-06-30
766,Dulces saludables,Mermeladas y compotas,Mermelada de fresa con stevia 295g Santiveri,Santiveri,295.0,"3,60",2023-06-30
767,Dulces saludables,Mermeladas y compotas,Mermelada de melocotón con stevia 295g Santiveri,Santiveri,295.0,"3,60",2023-06-30
768,Dulces saludables,Mermeladas y compotas,Mermelada de albaricoque con stevia 295g Santiveri,Santiveri,295.0,"3,60",2023-06-30
769,Dulces saludables,Mermeladas y compotas,Mermelada de ciruela con stevia 295g Santiveri,Santiveri,295.0,"3,60",2023-06-30
770,Dulces saludables,Mermeladas y compotas,Puré de manzana 200g La Finestra Sul Cielo,La Finestra Sul Cielo,200.0,"1,85",2023-06-30
771,Dulces saludables,Mermeladas y compotas,Puré de manzana y plátano bio 200g La Finestra Sul Cielo,La Finestra Sul Cielo,200.0,"1,85",2023-06-30
772,Dulces saludables,Mermeladas y compotas,Puré de pera 200g La Finestra Sul Cielo,La Finestra Sul Cielo,200.0,"1,85",2023-06-30
773,Dulces saludables,Cremas untables,Tahini Blanco 200g Biográ,Biográ,200.0,"5,82",2023-06-30
774,Dulces saludables,Cremas untables,Puré de almendras crudas bio 350g Bio Cesta,Bio Cesta,350.0,"12,40",2023-06-30
775,Dulces saludables,Cremas untables,Puré de avellanas tostado bio 350g Bio Cesta,Bio Cesta,350.0,"13,90",2023-06-30
776,Dulces saludables,Cremas untables,Crema de cacahuete 650g Monki,Monki,650.0,"10,16",2023-06-30
777,Dulces saludables,Cremas untables,Tahin 650g Monki,Monki,650.0,"10,95",2023-06-30
778,Dulces saludables,Cremas untables,Tahín de sésamo blanco sin piel 700g Bio Cesta,Bio Cesta,700.0,"9,70",2023-06-30
779,Dulces saludables,Cremas untables,Crema de cacahuetes tostados bio 350g Bio Cesta,Bio Cesta,350.0,"5,60",2023-06-30
780,Dulces saludables,Cremas untables,Crema Choco Algarroba 375g Bio Cesta,Bio Cesta,375.0,"5,50",2023-06-30
781,Dulces saludables,Cremas untables,Crema de chocolate y avellanas 375g Bio Cesta,Bio Cesta,375.0,"6,90",2023-06-30
782,Dulces saludables,Cremas untables,Tahín de Sésamo Tostado 700g Bio Cesta,Bio Cesta,700.0,"9,70",2023-06-30
783,Dulces saludables,Cremas untables,Puré de sésamo negro 350g Bio Cesta,Bio Cesta,350.0,"5,65",2023-06-30
784,Dulces saludables,Cremas untables,Crema de cacahuetes Crunchy 350g Bio Cesta,Bio Cesta,350.0,"5,14",2023-06-30
785,Dulces saludables,Cremas untables,Tahín Integral Tostado 400g Biográ,Biográ,400.0,"9,22",2023-06-30
786,Dulces saludables,Cremas untables,Tahín Crudo 400g Biográ,Biográ,400.0,"7,71",2023-06-30
787,Dulces saludables,Cremas untables,Crema de Almendra Tostada 250g Naturgreen,Naturgreen,250.0,"9,99",2023-06-30
788,Dulces saludables,Cremas untables,Crema de anacardo 350g Granovita,GranoVita,350.0,"12,94",2023-06-30
789,Dulces saludables,Cremas untables,Crema de Cacahuete Crunchy 500g Bio Cesta,Bio Cesta,500.0,"7,54",2023-06-30
790,Dulces saludables,Cremas untables,Crema de Almendras 350g Granovita,GranoVita,350.0,"13,71",2023-06-30
791,Dulces saludables,Cremas untables,Crema de Cacahuete Crunchy 227g Whole Earth,Whole Earth,227.0,"4,59",2023-06-30
792,Dulces saludables,Cremas untables,Crema de Cacahuete Smooth 227g Whole Earth,Whole Earth,227.0,"4,59",2023-06-30
793,Dulces saludables,Chocolate ecológico,Gotas de Chocolate 85% 200g Bio Cesta,Bio Cesta,200.0,"5,65",2023-06-30
794,Dulces saludables,Chocolate ecológico,Nibs de Cacao 100% 200g Bio Cesta,Bio Cesta,200.0,"5,45",2023-06-30
795,Dulces saludables,Chocolate ecológico,Gotas de Cacao 100% 200g Bio Cesta,Bio Cesta,200.0,"5,85",2023-06-30
796,Dulces saludables,Chocolate ecológico,Crema de avellana y cacao 200g Naturgreen,Naturgreen,200.0,"5,49",2023-06-30
797,Dulces saludables,Chocolate ecológico,Cacao Puro en polvo 100% 250g Bio Cesta,Bio Cesta,250.0,"4,95",2023-06-30
798,Dulces saludables,Chocolate ecológico,Bio Nibs de Cacao Raw 125g Organic Sac,Organic Sac,125.0,"4,00",2023-06-30
799,Dulces saludables,Chocolate ecológico,Manteca de cacao cruda en obleas Bio 125g Organic Sac,Organic Sac,125.0,"5,15",2023-06-30
800,Dulces saludables,Chocolate ecológico,Cacao Instantáneo Bio 400g Alternativa3,Alternativa3,400.0,"6,46",2023-06-30
801,Dulces saludables,Chocolate ecológico,Cacao 100% en Polvo 250g Okami Bio,Okami Bio,250.0,"6,36",2023-06-30
802,Dulces saludables,Chocolate ecológico,Cacao En Polvo 70% 250g Okami Bio,Okami Bio,250.0,"7,95",2023-06-30
803,Dulces saludables,Chocolate ecológico,Cacao instantáneo con panela Panelacao 275g Alternativa3,Alternativa3,275.0,"3,76",2023-06-30
804,Dulces saludables,Chocolate ecológico,Cacao en polvo desgrasado bio 150g Bio Cesta,Bio Cesta,150.0,"4,88",2023-06-30
805,Dulces saludables,Chocolate ecológico,Cacao en Polvo Puro 250g Biográ,Biográ,250.0,"3,99",2023-06-30
806,Dulces saludables,Chocolate ecológico,Cacao Puro Bio-Ft. 150g Alternativa3,Alternativa3,150.0,"3,19",2023-06-30
807,Dulces saludables,Chocolate ecológico,Bombón canela celestial y almendra 150g Terrasana,Terrasana,150.0,"4,89",2023-06-30
808,Dulces saludables,Chocolate ecológico,Chocolatina Crujiente Con Coco 35g Vivani,Vivani,35.0,"1,30",2023-06-30
809,Dulces saludables,Chocolate ecológico,Chocolatina Lecha Rellena Caramelo 40g Vivani,Vivani,40.0,"1,30",2023-06-30
810,Dulces saludables,Chocolate ecológico,Crema de chocolate con avellanas vegana 270g La Vida Vegan,La Vida Vegan,270.0,"5,99",2023-06-30
811,Dulces saludables,Chocolate ecológico,CHOCOLATINA RELLENA DE CREMA LECHE 40 G,Vivani,40.0,"1,30",2023-06-30
812,Dulces saludables,Chocolate ecológico,Crema de cacao y avellanas 400g Vegetalia,Vegetalia,400.0,"6,27",2023-06-30
813,Dulces saludables,Caramelos y golosinas de fruta,Caramelos con miel y limón 100g Codonyer & March,Codonyer & March,100.0,"2,53",2023-06-30
814,Dulces saludables,Caramelos y golosinas de fruta,Caramelos con miel y propóleo 100g Codonyer & March,Codonyer & March,100.0,"3,59",2023-06-30
815,Dulces saludables,Caramelos y golosinas de fruta,Caramelos con miel y regaliz 100g Codonyer & March,Codonyer & March,100.0,"2,58",2023-06-30
816,Dulces saludables,Caramelos y golosinas de fruta,Caramelos con menta 100g Codonyer & March,Codonyer & March,100.0,"2,53",2023-06-30
817,Dulces saludables,Caramelos y golosinas de fruta,Caramelos propóleo de Aprolis 100g Intersa,Intersa,100.0,"5,10",2023-06-30
818,Dulces saludables,Caramelos y golosinas de fruta,Aprolis Kids Piruletas Balsámicas 5uds Intersa,Intersa,5.0,"4,44",2023-06-30
819,Dulces saludables,Caramelos y golosinas de fruta,Delicias de jengibre bio 150g Vegetalia,Vegetalia,150.0,"5,70",2023-06-30
820,Dulces saludables,Caramelos y golosinas de fruta,Golosina Botellas cola 80g Bio Cesta,Bio Cesta,80.0,"3,14",2023-06-30
821,Dulces saludables,Caramelos y golosinas de fruta,Golosinas bio Fruta tropical 80g Bio Cesta,Bio Cesta,80.0,"3,14",2023-06-30
822,Dulces saludables,Caramelos y golosinas de fruta,Golosina bio Vitaminas de fruta 80g Bio Cesta,Bio Cesta,80.0,"3,14",2023-06-30
823,Dulces saludables,Caramelos y golosinas de fruta,Golosina bio Yogurt Drops con fruta 70g Bio Cesta,Bio Cesta,70.0,"3,23",2023-06-30
824,Dulces saludables,Caramelos y golosinas de fruta,Golosinas bio Jungla Mix 80g Bio Cesta,Bio Cesta,80.0,"3,14",2023-06-30
825,Dulces saludables,Caramelos y golosinas de fruta,Golosinas bio sticks de jengibre 80g Bio Cesta,Bio Cesta,80.0,"3,14",2023-06-30
826,Dulces saludables,Caramelos y golosinas de fruta,Golosinas bio Nubes de fruta 80g Bio Cesta,Bio Cesta,80.0,"3,14",2023-06-30
827,Dulces saludables,Caramelos y golosinas de fruta,Golosinas de Ositos con frutas 80g Bio Cesta,Bio Cesta,80.0,"3,14",2023-06-30
828,Dulces saludables,Caramelos y golosinas de fruta,Golosina Jelly bears 80g Bio Cesta,Bio Cesta,80.0,"3,14",2023-06-30
829,Dulces saludables,Caramelos y golosinas de fruta,Golosinas bio Mix de frutas 80g Bio Cesta,Bio Cesta,80.0,"3,14",2023-06-30
830,Dulces saludables,Caramelos y golosinas de fruta,Caramelos con miel y almendra 100g Codonyer & March,Codonyer & March,100.0,"2,58",2023-06-30
831,Dulces saludables,Caramelos y golosinas de fruta,Candy Trenza de Frambuesa 75g Vegetalia,Vegetalia,75.0,"3,16",2023-06-30
832,Dulces saludables,Caramelos y golosinas de fruta,Trenzas de Fresa 75g Vegetalia,Vegetalia,75.0,"2,70",2023-06-30
833,Dulces saludables,Galletas saludables,Galletas jungla sin gluten 100g Santiveri,Santiveri,100.0,"1,80",2023-06-30
834,Dulces saludables,Galletas saludables,Galletas Digestive de muesli bio 330g Santiveri,Santiveri,330.0,"4,95",2023-06-30
835,Dulces saludables,Galletas saludables,Galletas digestivas con cacao 190g Santiveri,Santiveri,190.0,"2,29",2023-06-30
836,Dulces saludables,Galletas saludables,Galletas Digestivas con Arándano 190g Santiveri,Santiveri,190.0,"2,29",2023-06-30
837,Dulces saludables,Galletas saludables,Galletas Digestive 190g Santiveri,Santiveri,190.0,"2,29",2023-06-30
838,Dulces saludables,Galletas saludables,Galletas Digestivas de Avena 190g Santiveri,Santiveri,190.0,"2,29",2023-06-30
839,Dulces saludables,Galletas saludables,Galletas digestivas con cacao sin gluten 200g Noglut,Noglut,200.0,"2,95",2023-06-30
